-0.000732,0.250001,-0.5,-0.5,-0.5
0.100096,0.250001,-0.5,-0.5,-0.5
0.200941,0.250001,-0.5,-0.5,-0.5
0.301769,0.250001,-0.5,-0.5,-0.5
0.478202,0.250001,-0.5,-0.5,-0.5
-0.000732,0.300007,-0.5,-0.5,-0.5
0.100096,0.300007,-0.5,-0.5,-0.5
0.200941,0.300007,-0.5,-0.5,-0.5
0.301769,0.300007,-0.5,-0.5,-0.5
0.478202,0.300007,-0.5,-0.5,-0.5
-0.000732,0.349998,-0.5,-0.5,-0.5
0.100096,0.349998,-0.5,-0.5,-0.5
0.200941,0.349998,-0.5,-0.5,-0.5
0.301769,0.349998,-0.5,-0.5,-0.5
0.478202,0.349998,-0.5,-0.5,-0.5
-0.000732,0.400004,-0.5,-0.5,-0.5
0.100096,0.400004,-0.5,-0.5,-0.5
0.200941,0.400004,-0.5,-0.5,-0.5
0.301769,0.400004,-0.5,-0.5,-0.5
0.478202,0.400004,-0.5,-0.5,-0.5
-0.000732,0.449995,-0.5,-0.5,-0.5
0.100096,0.449995,-0.5,-0.5,-0.5
0.200941,0.449995,-0.5,-0.5,-0.5
0.301769,0.449995,-0.5,-0.5,-0.5
0.478202,0.449995,-0.5,-0.5,-0.5
-0.10156,0.250001,-0.5,-0.357145,-0.5
-0.000732,0.250001,-0.5,-0.357145,-0.5
0.100096,0.250001,-0.5,-0.357145,-0.5
0.200941,0.250001,-0.5,-0.357145,-0.5
0.301769,0.250001,-0.5,-0.357145,-0.5
0.478202,0.250001,-0.5,-0.357145,-0.5
-0.10156,0.300007,-0.5,-0.357145,-0.5
-0.000732,0.300007,-0.5,-0.357145,-0.5
0.100096,0.300007,-0.5,-0.357145,-0.5
0.200941,0.300007,-0.5,-0.357145,-0.5
0.301769,0.300007,-0.5,-0.357145,-0.5
0.478202,0.300007,-0.5,-0.357145,-0.5
-0.10156,0.349998,-0.5,-0.357145,-0.5
-0.000732,0.349998,-0.5,-0.357145,-0.5
0.100096,0.349998,-0.5,-0.357145,-0.5
0.200941,0.349998,-0.5,-0.357145,-0.5
0.301769,0.349998,-0.5,-0.357145,-0.5
0.478202,0.349998,-0.5,-0.357145,-0.5
-0.10156,0.400004,-0.5,-0.357145,-0.5
-0.000732,0.400004,-0.5,-0.357145,-0.5
0.100096,0.400004,-0.5,-0.357145,-0.5
0.200941,0.400004,-0.5,-0.357145,-0.5
0.301769,0.400004,-0.5,-0.357145,-0.5
0.478202,0.400004,-0.5,-0.357145,-0.5
-0.10156,0.449995,-0.5,-0.357145,-0.5
-0.000732,0.449995,-0.5,-0.357145,-0.5
0.100096,0.449995,-0.5,-0.357145,-0.5
0.200941,0.449995,-0.5,-0.357145,-0.5
0.301769,0.449995,-0.5,-0.357145,-0.5
0.478202,0.449995,-0.5,-0.357145,-0.5
-0.000732,0.199994,-0.5,-0.214282,-0.5
0.100096,0.199994,-0.5,-0.214282,-0.5
0.200941,0.199994,-0.5,-0.214282,-0.5
0.301769,0.199994,-0.5,-0.214282,-0.5
-0.10156,0.250001,-0.5,-0.214282,-0.5
-0.000732,0.250001,-0.5,-0.214282,-0.5
0.100096,0.250001,-0.5,-0.214282,-0.5
0.200941,0.250001,-0.5,-0.214282,-0.5
0.301769,0.250001,-0.5,-0.214282,-0.5
0.478202,0.250001,-0.5,-0.214282,-0.5
-0.10156,0.300007,-0.5,-0.214282,-0.5
-0.000732,0.300007,-0.5,-0.214282,-0.5
0.100096,0.300007,-0.5,-0.214282,-0.5
0.200941,0.300007,-0.5,-0.214282,-0.5
0.301769,0.300007,-0.5,-0.214282,-0.5
0.478202,0.300007,-0.5,-0.214282,-0.5
-0.10156,0.349998,-0.5,-0.214282,-0.5
-0.000732,0.349998,-0.5,-0.214282,-0.5
0.100096,0.349998,-0.5,-0.214282,-0.5
0.200941,0.349998,-0.5,-0.214282,-0.5
0.301769,0.349998,-0.5,-0.214282,-0.5
0.478202,0.349998,-0.5,-0.214282,-0.5
-0.10156,0.400004,-0.5,-0.214282,-0.5
-0.000732,0.400004,-0.5,-0.214282,-0.5
0.100096,0.400004,-0.5,-0.214282,-0.5
0.200941,0.400004,-0.5,-0.214282,-0.5
0.301769,0.400004,-0.5,-0.214282,-0.5
0.478202,0.400004,-0.5,-0.214282,-0.5
-0.10156,0.449995,-0.5,-0.214282,-0.5
-0.000732,0.449995,-0.5,-0.214282,-0.5
