316	464	274	432	322	445	369	268	292	483	427	430	273	297	493	347	318	380	386	454	365	408	282	452	287	472	469	284	
415	298	391	416	296	289	331	378	473	363	474	324	301	354	435	323	229	330	514	485	451	441	327	290	346	461	340	439	
497	395	360	487	393	446	285	467	294	235	534	571	304	272	611	756	664	532	645	738	697	579	549	436	194	260	353	457	
423	361	492	422	438	535	557	686	545	516	725	683	775	629	206	547	84	152	757	673	779	594	563	275	237	400	420	295	
306	343	444	484	626	714	652	666	741	688	682	753	650	608	99	750	751	106	763	503	653	215	54	246	762	649	504	245	
411	475	293	459	606	772	759	695	20	440	70	105	661	425	143	156	691	32	370	45	739	69	110	358	509	495	576	462	
458	455	525	598	651	592	635	654	604	623	270	713	553	98	248	165	476	498	300	95	648	66	511	745	748	766	699	403	
350	396	308	526	520	591	164	410	171	568	596	72	620	329	689	125	148	590	239	588	209	75	562	187	655	764	618	404	
468	197	193	614	593	565	690	431	120	299	291	115	522	302	195	355	168	203	144	216	621	236	671	13	513	743	616	508	
443	230	202	701	428	231	705	736	706	127	83	303	207	555	176	426	185	133	81	67	348	634	770	33	609	761	585	200	
482	224	117	735	726	63	113	368	643	687	765	121	258	264	43	47	37	112	551	240	418	157	707	397	577	684	559	271	
307	262	91	519	572	595	85	74	53	36	58	9	636	162	712	465	59	89	51	87	88	90	227	718	659	744	573	312	
453	217	147	247	177	204	14	574	11	42	345	723	160	752	783	720	704	101	93	6	31	44	12	205	338	729	677	434	
419	212	138	494	40	123	132	139	334	463	676	564	780	749	715	512	755	692	678	662	57	50	3	56	73	632	490	310	
344	276	220	382	34	470	17	250	582	767	417	642	727	619	782	717	724	622	613	94	97	196	214	41	122	242	190	232	
421	392	279	401	24	19	26	7	29	116	281	734	778	777	769	456	536	226	71	542	587	158	517	660	208	96	192	286	
359	429	578	732	103	142	35	18	4	25	15	188	776	773	758	731	529	219	774	515	502	703	685	663	740	126	221	251	
337	372	569	768	583	137	128	130	21	5	1	0	2	23	166	163	259	696	602	728	136	506	149	313	612	64	501	254	
228	384	554	754	668	647	580	234	646	49	92	16	8	124	364	615	169	656	552	605	601	672	533	10	119	86	233	366	
336	267	412	702	599	746	218	222	118	256	674	377	77	269	505	670	570	266	182	640	314	631	80	150	141	665	406	460	
486	325	223	477	637	22	153	108	597	388	600	610	76	172	561	213	639	760	694	104	30	111	173	65	544	575	283	398	
437	371	145	211	733	61	708	603	742	252	225	198	584	261	249	658	82	129	747	309	710	38	62	39	277	367	265	479	
402	352	135	167	781	771	489	405	46	151	716	351	189	175	134	667	499	255	373	180	556	131	538	55	155	357	375	449	
478	381	548	566	700	719	159	530	521	711	657	174	669	523	305	518	407	68	488	263	617	78	27	52	181	333	540	387	
409	326	524	681	721	624	709	641	558	625	510	638	140	332	730	60	186	550	170	107	161	191	100	288	178	280	257	527	
442	450	448	383	399	679	693	722	675	481	737	79	183	317	243	28	48	607	543	154	114	201	199	528	374	385	356	433	
447	466	253	413	560	680	627	537	109	496	146	414	589	541	644	630	628	698	586	102	341	581	480	321	471	424	342	339	
335	278	500	315	362	491	349	241	210	311	244	507	567	238	539	633	389	184	179	394	546	531	390	376	379	319	320	328	
