-0.126261	0.549766	0.738138	1.310717	-0.923623	1.794972	1.936070	5.499780	1.179929	0.766306	2.491879	5.198258	3.667129	5.770361	5.162384	3.453034	1.258925	2.631834	3.211272	0.909792	2.877068	1.021475	-1.192010	1.812138	-0.660173	1.743464	-0.568226	-1.116929	-0.505305	0.015137	-0.061997	0.087450	
0.290895	0.933268	0.263168	2.320519	0.599407	1.457312	7.832174	4.016300	-0.160841	10.126680	9.126060	1.120945	0.588390	4.109586	10.035801	2.519073	0.824128	2.166936	2.510870	-9.784029	-2.995575	-1.141910	3.620381	2.960880	0.964082	-0.280534	-1.860900	-3.968687	-2.312228	-0.768427	0.126065	0.026465	
-0.141286	-0.191935	-0.953130	-1.223827	-2.584113	4.262374	13.146111	-6.731035	-15.608333	6.381659	3.908820	-14.005882	-13.659270	-11.653812	-20.970304	-9.360366	-17.355296	3.485441	-0.692562	-8.651008	-3.593283	-8.322295	3.584215	-0.909293	4.254473	-0.065861	3.570765	-3.448178	-1.926775	-1.844227	-0.358421	-0.187678	
0.558649	0.072921	-1.559747	-4.541508	-9.803650	5.831504	6.967071	-1.870646	22.288246	3.616591	-3.492251	-1.160387	21.743366	16.416496	10.393587	-4.475597	33.129233	-2.481898	25.868407	-0.973322	14.723960	2.652516	13.402955	0.015200	-13.597862	10.609352	4.351258	1.927036	-4.142663	-1.157808	-1.368275	0.217155	
-1.299922	-4.342957	0.934487	3.975034	8.138427	22.051556	6.054485	-2.742955	24.573809	-10.948708	-27.458265	-19.948721	19.363204	-9.415507	-8.427181	-16.792758	39.507336	-13.808863	7.274865	11.973231	-5.258713	19.855499	20.359023	9.931877	17.252677	6.724492	0.816322	-0.793175	2.579250	5.193705	0.576450	-0.612361	
-4.447462	-6.650184	-17.061788	2.340353	16.192736	-9.820005	-17.779556	10.032851	26.415305	-6.669406	20.083544	-70.634015	0.150740	0.319431	-8.489489	-14.113593	-10.158740	-39.084671	-21.651340	-20.804212	16.713654	-1.516011	-0.718217	-35.186985	11.910708	4.110291	-3.623281	-4.624311	0.604919	-1.385604	0.482559	-0.724490	
-1.145033	3.212489	5.481844	-5.654077	22.937993	-15.478758	-7.913100	-18.465321	47.670019	-50.578760	28.085860	-29.102867	-3.626244	62.357606	89.790470	15.569051	41.728121	-0.245764	36.425754	-16.834906	25.240532	-32.666075	4.579168	-23.513150	-3.314546	20.738081	25.445514	-10.764532	-2.271545	-4.363685	-0.438173	-0.755580	
1.663250	0.389287	22.266933	-11.120218	9.622407	-14.639039	6.898227	-39.228533	57.216191	-12.716511	53.969337	1.566358	45.517229	13.317964	20.945593	-44.689521	33.758796	-36.220934	28.809382	-16.315618	63.256771	-44.905028	51.366709	7.482429	45.557766	-7.307133	-16.599027	-17.398511	-8.911113	5.196136	-1.011628	-0.014259	
-1.954442	-13.225848	11.219620	5.667466	-5.800361	-1.207826	-61.127044	-77.775946	73.526164	-70.695061	-5.285437	-9.591651	33.569352	-23.171946	-27.625179	-118.383284	34.213129	-68.293947	-29.967503	-2.503256	25.588481	-8.095958	-13.239642	-21.000800	26.932592	-4.480681	0.668962	-4.146249	14.101028	9.521974	-0.965008	-0.730109	
-2.329878	-9.852682	-16.314144	3.912998	-15.182828	-2.585679	-3.125525	-56.858037	38.484350	-33.280024	28.325742	-5.872087	30.753376	-23.441485	1.887620	-43.342515	-6.999586	-36.222698	-12.834324	9.181165	-57.892614	-32.750247	29.358794	-6.177104	11.445204	26.430162	8.130690	-4.453821	-2.826536	0.099425	-3.717590	-0.016651	
-3.215112	-5.057339	14.830538	-8.483198	1.019388	-6.701779	-7.406423	-59.377708	-11.761987	-54.568384	53.238544	-35.231442	43.646372	13.668412	34.049212	49.061885	-0.242468	-16.439495	42.106645	119.572406	52.854126	-16.697891	32.208148	11.426161	34.343879	-12.624906	-0.497282	-20.838173	-11.341512	6.876681	0.089097	-1.252414	
-3.809752	-5.447100	5.943543	-0.041632	-18.168803	25.349825	-16.860664	33.210952	44.636958	-38.911272	50.602803	-42.604044	-55.769708	97.081773	37.758059	56.046216	93.681403	5.498516	13.317170	-2.884211	64.243927	-6.316318	16.037912	-32.668713	32.594398	-46.343171	10.130231	10.829603	-6.995803	2.663568	0.448071	-0.714276	
-4.224109	-10.868765	8.813997	5.440171	12.928545	-9.133332	-36.995999	-58.328781	62.461520	13.628656	67.942392	-10.064466	-1.448831	5.535682	60.887823	-51.745883	42.372196	-81.604458	9.837341	-43.737436	50.263349	-20.683304	42.850409	48.035115	51.301123	21.054103	24.142525	44.048174	-2.342009	-5.600603	-1.992085	-0.059076	
-4.974260	-2.898982	0.072209	-12.921878	-19.659095	-18.330596	-30.029564	-6.710608	116.624466	46.702238	74.077093	36.557902	90.105919	-23.222157	-24.517580	7.230287	-9.959274	-56.812829	92.711722	37.113176	-14.839392	-61.614297	0.621766	-21.776661	16.417808	2.430268	-24.122842	8.758393	12.625788	4.677448	-1.107747	-0.023778	
-3.817484	-3.533073	-0.513380	-6.822240	-8.949394	-13.919979	35.852066	5.090938	45.312905	-111.967483	-107.408850	-65.571553	46.967817	-37.750720	-1.337509	7.435246	-14.913285	-6.228900	23.322919	-21.831257	-41.541194	-21.794097	38.754969	-54.937879	13.827576	-14.908974	-18.997775	-5.614623	4.212227	1.647356	-4.189678	-0.150990	
-5.750341	-5.765595	-14.523093	24.734497	5.504438	-58.007990	35.130164	-4.728740	-21.629612	-19.064018	18.040678	-0.153146	72.809304	-1.485057	-41.370082	64.879833	32.072920	-2.900359	-13.250876	-11.305755	38.900005	-97.870315	-44.905388	35.308450	31.679071	-18.415189	20.686618	-16.172278	-11.693119	-4.139213	2.683917	-1.328681	
-1.899890	-10.420542	1.477734	14.288583	-8.997576	-119.625541	21.293508	-33.323671	-48.949451	56.788712	112.222737	-16.689322	17.301432	30.837078	-7.424064	25.375464	74.481027	-90.375342	-122.694321	49.112944	38.805874	-48.481926	-60.357481	80.687691	55.238157	10.504582	-24.142166	-3.270801	-24.377534	4.743927	-2.071852	-1.453223	
-2.891994	-10.183127	-0.354437	15.872030	-14.876977	-21.252580	56.594207	33.153879	50.877823	-14.992405	55.210605	-53.642464	-34.693303	45.784524	7.045142	-129.459549	-90.835821	54.064229	-54.067990	45.124752	-18.176388	14.253351	-25.608556	-4.254152	-8.687784	23.869914	27.773738	-1.276098	1.752398	8.347299	-6.084183	-0.661528	
-1.369973	-13.896053	2.657115	14.875911	15.798003	-49.635999	-45.508361	-72.720482	-6.668483	-38.137532	-31.201721	-76.988844	51.437416	2.152239	74.764187	-6.611325	-34.046127	127.687718	60.360656	-97.243250	70.866191	-32.709100	-53.593894	-25.237040	-19.541059	-47.587198	34.619031	26.484229	-0.129032	10.685772	-3.603444	0.962303	
-4.647554	-6.498154	-14.659716	19.504088	-14.497995	-13.170473	48.008514	-36.142504	28.027878	17.778610	-43.231528	9.316638	42.493148	-27.553620	70.131572	18.400093	-9.163835	4.140880	38.209238	2.537248	-40.737869	-49.265349	-84.958999	24.089289	103.339039	-4.253106	20.221561	4.484516	-1.547873	2.427842	3.851226	-1.440769	
-5.570819	-3.040794	-8.980557	-3.573028	-6.969928	-33.473898	43.105887	-42.652586	11.056032	-1.414919	51.625139	8.872672	97.585569	-18.323932	16.676861	-29.482493	-12.022222	-58.258909	22.031893	7.890315	8.384137	-16.856488	18.404472	-13.068059	59.349337	10.328529	-21.070074	2.237425	-11.580498	6.549319	0.995309	-0.194191	
-4.373664	-6.793888	-36.654524	25.632250	-4.475162	-49.514860	-71.351879	30.368602	25.502316	-53.604862	0.677089	-58.930316	32.213642	-15.755263	-48.206823	61.037378	28.575003	-70.754342	-16.591312	-89.156071	-10.100959	13.756432	28.553438	-93.715042	5.814448	-18.158896	-16.715040	-5.954571	-2.722418	1.492829	-2.902497	0.056999	
-2.594844	-4.334984	-7.496424	-19.590112	60.506865	-42.075572	-1.444688	19.288381	109.791316	-29.270971	-43.509462	-69.609933	-14.710899	-21.713974	-36.782786	79.238173	96.721574	-30.101392	-1.299090	-26.208305	40.239935	-10.471964	12.935589	-41.421280	13.453497	17.440148	27.508588	11.607723	3.897578	-5.183297	-1.341987	0.803034	
0.989582	2.435956	18.254942	-44.911276	15.713785	-31.229652	-25.798916	-27.625206	27.869144	-7.818272	-51.412754	48.353954	48.588333	-35.730840	-4.900664	-34.987126	-22.724807	19.995955	43.155517	57.067034	71.403719	-7.741586	-19.133232	-1.803824	0.663558	16.779973	-1.858823	-4.310059	12.021219	2.694694	1.088393	-1.011721	
2.216812	-5.380806	17.225642	-21.892527	-16.884561	13.211808	16.823155	-53.833571	19.796267	-56.687134	-29.144283	13.814072	-15.922066	-67.943020	90.082191	-53.326099	24.781541	16.556331	22.101627	-61.224457	34.699332	-4.010305	-36.675079	-13.325897	10.374645	-26.470854	2.934670	-7.720556	-6.694826	-1.911449	-1.169697	0.123075	
-1.449934	-3.759798	-1.245835	-2.053169	-2.783178	24.055738	19.959129	20.165019	42.880582	-21.035048	-9.586375	24.271664	27.377322	-55.554591	67.629007	-38.784710	12.582352	1.164620	-31.915127	-26.122778	43.638559	-14.290259	8.178247	24.297598	15.534119	-8.336843	3.458713	10.766740	-8.907454	-2.785408	1.592572	0.335658	
-1.309701	-4.197024	6.500990	8.416970	6.657099	23.785469	14.952470	-8.160253	41.882449	-0.839225	36.367737	62.392531	32.713491	-52.628057	47.896532	-21.791714	28.993494	-13.348031	19.245356	13.436058	26.226115	-22.291990	14.039551	-0.270683	6.618920	0.147183	1.111381	5.852642	7.052065	-0.368324	0.284741	-0.001712	
-1.240784	-4.239522	-2.294907	-1.946178	-0.659131	0.440718	-19.484004	-27.893943	7.705424	-1.065187	2.734333	-0.859675	3.193332	-32.967768	-3.641256	-4.561439	-9.778687	9.288134	8.985054	0.238442	15.587094	6.369333	1.651593	10.324497	9.720179	8.566971	0.272527	-5.605511	3.892661	0.034203	-1.294644	-0.278159	
1.620476	-0.580242	-4.064455	-5.017034	-4.977881	-5.417825	-10.650580	-18.372052	-12.099441	-5.083452	-22.045155	-16.609860	-7.273137	0.529581	2.855536	-11.851646	-7.239244	-6.100429	-19.717059	-10.377424	-4.782007	-10.181278	1.365974	-4.113195	-7.425714	-5.959907	-2.741046	1.553377	-4.915245	-0.074045	-0.655564	-0.098868	
-0.159878	-1.247124	-0.515828	-2.947521	-1.446243	-2.863743	-2.905571	-3.719669	-5.922620	11.010488	-4.015147	0.116614	-1.286645	-4.432042	-2.649370	-5.754995	3.284022	-10.470030	-12.281052	2.097145	-8.530531	-8.335614	-3.129484	-3.916342	-3.050137	-1.709587	1.297862	1.176657	-0.263949	-0.480051	-0.080228	-0.078368	
-0.252592	0.251280	1.129476	0.010931	-2.802370	-0.469034	-1.542592	-0.084691	1.791056	3.389112	8.867904	4.751557	4.049682	2.835966	8.367756	5.812508	4.044163	-2.371683	3.062053	4.018912	1.986550	0.790203	3.461820	1.045414	0.835720	0.717698	0.358815	0.398587	0.610064	1.174656	-0.192372	0.005640	
-0.223705	0.590088	0.022286	-0.016917	0.485061	0.177839	-1.493162	0.049609	0.560894	-0.361642	1.809911	2.357360	1.882569	1.611095	1.642064	1.282736	0.553300	2.768466	2.435490	0.959604	-0.036438	1.660081	0.560480	-0.069566	-0.029864	-0.016379	-0.051847	-0.075393	-0.155264	-0.121175	-0.153185	-0.026139	

